,age,maritalstatus,education,vh14p,vh12g,vh12p,vh10g,vh10p,vh08g,vh08p,vh06g,vh06p,vh04g,vh04p,vh02g,vh02p,vh00g,vh00p,net_worth,home_owner_or_renter,g08_precinct_turnout,g10_precinct_turnout,g12_precinct_turnout,p08_precinct_turnout,p10_precinct_turnout,p12_precinct_turnout,vote_prob
43073,0.46913580246913583,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.125,1.0,0.49,0.42,0.4714285714285715,0.1,0.15,0.09,0.33333333333333337
8773,0.4567901234567901,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.52,0.39,0.5857142857142856,0.05,0.12,0.1,1.2510781002933263e-16
40357,0.6296296296296295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.61,0.5,0.6428571428571428,0.08,0.19,0.15,0.0666666666666667
18898,0.38271604938271603,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.54,0.41,0.5,0.06,0.12,0.08,0.13333333333333336
27669,0.037037037037037035,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.52,0.37,0.5285714285714287,0.05,0.12,0.07,0.06666666666666658
24662,0.2345679012345679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21,0.13,0.028571428571428636,0.03,0.04,0.04,0.0
26040,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.58,0.48,0.5285714285714287,0.1,0.15,0.09,0.06666666666666655
2827,0.4074074074074074,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.63,0.56,0.7285714285714286,0.11,0.23,0.15,0.13333333333333336
28590,0.2345679012345679,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49,0.42,0.4714285714285715,0.09,0.15,0.1,0.0
24597,0.46913580246913583,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.39,0.3,0.35714285714285726,0.05,0.08,0.07,0.19999999999999993
31674,0.6790123456790123,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.73,0.6900000000000001,0.7285714285714286,0.22,0.45,0.34,0.2
2672,0.7407407407407407,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.375,1.0,0.62,0.48,0.5,0.12,0.23,0.14,0.40000000000000036
8046,0.2345679012345679,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.77,0.75,0.8142857142857143,0.2,0.39,0.24,0.6666666666666664
15949,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.48,0.53,0.5,0.24,0.13,0.23,0.13333333333333308
3718,0.6049382716049383,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,0.58,0.55,0.7,0.11,0.25,0.17,0.19999999999999987
22677,0.44444444444444436,0.5,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.7000000000000001,0.61,0.6857142857142857,0.17,0.31,0.15,0.13333333333333336
11076,0.3209876543209877,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.63,0.5,0.7,0.08,0.18,0.12,5.891032427735395e-17
32808,0.5802469135802468,1.0,0.18181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0.0,0.72,0.6900000000000001,0.8,0.27,0.42,0.27,0.6666666666666664
35602,0.7407407407407407,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.68,0.58,0.6428571428571428,0.16,0.28,0.16,0.9999999999999998
47333,0.3333333333333333,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5700000000000001,0.48,0.5999999999999999,0.11,0.2,0.13,0.20000000000000004
10818,0.2345679012345679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.45,0.6285714285714286,0.06,0.13,0.08,0.39999999999999997
31526,0.271604938271605,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.65,0.59,0.7428571428571429,0.16,0.3,0.16,0.6666666666666663
44391,0.30864197530864196,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.46,0.33,0.4428571428571429,0.05,0.1,0.09,0.20000000000000023
40000,0.4567901234567901,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.54,0.43,0.6428571428571428,0.05,0.12,0.09,0.06666666666666662
4675,0.3703703703703704,0.0,0.9090909090909092,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5,0.39,0.5285714285714287,0.08,0.12,0.08,0.33333333333333304
9689,0.20987654320987653,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.79,0.77,0.8,0.19,0.41,0.28,0.3999999999999998
30062,0.43209876543209874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.73,0.6,0.7428571428571429,0.08,0.19,0.07,0.0666666666666669
8167,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.61,0.5,0.6571428571428573,0.12,0.21,0.15,0.06666666666666664
4114,0.617283950617284,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6900000000000001,0.6,0.6714285714285715,0.12,0.26,0.14,0.2666666666666666
15503,0.04938271604938271,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7000000000000001,0.59,0.7571428571428573,0.09,0.21,0.09,0.0
9662,0.654320987654321,1.0,0.36363636363636365,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.79,0.72,0.7857142857142856,0.23,0.42,0.29,0.7999999999999999
34624,0.3333333333333333,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.61,0.53,0.5571428571428572,0.13,0.24,0.15,0.13333333333333336
40638,0.5925925925925926,1.0,0.18181818181818182,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.875,0.0,0.6,0.52,0.6714285714285715,0.05,0.09,0.07,0.7333333333333331
35220,0.46913580246913583,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.47,0.42,0.5142857142857145,0.11,0.17,0.14,0.06666666666666667
17219,0.43209876543209874,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.88,0.8200000000000001,0.8714285714285714,0.37,0.52,0.3,0.8666666666666663
13501,0.5432098765432098,0.0,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.64,0.55,0.6571428571428573,0.1,0.22,0.11,0.40000000000000013
23856,0.44444444444444436,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,1.0,0.58,0.52,0.6428571428571428,0.2,0.31,0.19,0.4000000000000001
42214,0.4074074074074074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.63,0.53,0.7142857142857144,0.07,0.19,0.13,0.06666666666666664
13370,0.5308641975308641,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21,0.37,0.5428571428571429,0.04,0.16,0.23,5.395222754726784e-17
16710,0.44444444444444436,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.77,0.75,0.842857142857143,0.26,0.41,0.31,0.33333333333333365
24997,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.61,0.49,0.5285714285714287,0.15,0.22,0.1,0.06666666666666654
18648,0.6049382716049383,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.55,0.42,0.4857142857142858,0.11,0.17,0.11,0.7999999999999997
38361,0.037037037037037035,1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.67,0.54,0.6428571428571428,0.09,0.22,0.1,0.19999999999999987
2101,0.5061728395061729,0.0,0.2727272727272727,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8300000000000001,0.79,0.8571428571428572,0.26,0.41,0.27,0.46666666666666673
37756,0.39506172839506165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71,0.63,0.7714285714285714,0.13,0.25,0.13,0.5333333333333334
47490,0.46913580246913583,0.0,0.7272727272727273,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,0.58,0.42,0.5999999999999999,0.05,0.12,0.07,0.5999999999999998
42798,0.5802469135802468,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.8200000000000001,0.79,0.7857142857142856,0.3,0.46,0.38,0.20000000000000026
38760,0.5802469135802468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.625,0.0,0.6900000000000001,0.68,0.8142857142857143,0.12,0.33,0.24,0.3333333333333334
3158,0.5925925925925926,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.44,0.3,0.45714285714285713,0.04,0.09,0.06,0.2666666666666668
39205,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.67,0.61,0.7142857142857144,0.18,0.33,0.3,0.7999999999999998
12013,0.14814814814814814,0.5,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.375,1.0,0.55,0.43,0.5571428571428572,0.07,0.13,0.1,0.4666666666666667
33832,0.38271604938271603,0.0,0.9090909090909092,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.52,0.38,0.5857142857142856,0.07,0.11,0.1,0.46666666666666656
11581,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7000000000000001,0.62,0.7142857142857144,0.16,0.31,0.17,0.0
44593,0.2222222222222222,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.72,0.64,0.7428571428571429,0.14,0.26,0.14,0.06666666666666675
30995,0.12345679012345678,1.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.63,0.51,0.6714285714285715,0.12,0.19,0.12,0.06666666666666665
20376,0.6790123456790123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.375,1.0,0.56,0.44,0.5571428571428572,0.07,0.13,0.1,0.4000000000000001
3125,0.12345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.51,0.4,0.5142857142857145,0.09,0.13,0.09,0.0
27074,0.5308641975308641,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.68,0.59,0.7,0.18,0.26,0.18,0.3999999999999998
134,0.7901234567901234,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.61,0.52,0.6142857142857143,0.1,0.16,0.12,0.733333333333333
25137,0.04938271604938271,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.56,0.5,0.5857142857142856,0.12,0.23,0.14,0.06666666666666661
34391,0.5679012345679013,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.74,0.62,0.7285714285714286,0.15,0.29,0.15,0.7333333333333332
12063,0.34567901234567894,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.77,0.68,0.7857142857142856,0.15,0.31,0.18,0.5333333333333333
44148,0.19753086419753085,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.76,0.73,0.842857142857143,0.28,0.36,0.24,0.2
38582,0.44444444444444436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5700000000000001,0.45,0.5428571428571429,0.09,0.15,0.08,0.3333333333333332
26103,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.61,0.49,0.5285714285714287,0.15,0.22,0.1,0.19999999999999984
29189,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.67,0.53,0.6857142857142857,0.11,0.2,0.13,0.3333333333333334
28055,0.691358024691358,0.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.67,0.5700000000000001,0.6857142857142857,0.14,0.25,0.13,0.26666666666666694
25264,0.20987654320987653,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8300000000000001,0.79,0.8571428571428572,0.26,0.41,0.27,0.4
15818,0.20987654320987653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.66,0.56,0.6714285714285715,0.12,0.23,0.13,0.0666666666666666
33079,0.691358024691358,1.0,0.6363636363636364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.6900000000000001,0.6,0.6857142857142857,0.18,0.27,0.18,0.066666666666667
6684,0.6419753086419753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.46,0.56,0.6714285714285715,0.19,0.35000000000000003,0.38,0.06666666666666683
42877,0.617283950617284,0.0,0.8181818181818182,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.58,0.44,0.5714285714285716,0.08,0.17,0.1,0.8666666666666661
2074,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,0.56,0.47,0.6142857142857143,0.11,0.2,0.15,0.13333333333333325
14541,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.74,0.67,0.7285714285714286,0.17,0.35000000000000003,0.32,0.0
9246,0.654320987654321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.68,0.6900000000000001,0.7571428571428573,0.2,0.38,0.26,0.06666666666666671
36201,0.19753086419753085,0.5,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.63,0.48,0.6142857142857143,0.07,0.17,0.08,0.06666666666666667
26351,0.12345679012345678,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.38,0.5999999999999999,0.04,0.09,0.08,0.06666666666666678
34058,0.09876543209876543,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.58,0.47,0.6285714285714286,0.1,0.15,0.11,9.127022432460472e-18
41173,0.6049382716049383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.66,0.5700000000000001,0.6857142857142857,0.15,0.28,0.15,0.06666666666666664
46404,0.4567901234567901,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.0,0.8200000000000001,0.78,0.8571428571428572,0.37,0.48,0.3,0.9333333333333329
41975,0.4567901234567901,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.72,0.6857142857142857,0.24,0.5,0.34,0.9333333333333329
574,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.51,0.4,0.5142857142857145,0.09,0.13,0.09,0.0
938,0.34567901234567894,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.5700000000000001,0.45,0.5428571428571429,0.09,0.15,0.08,0.33333333333333326
26259,0.3703703703703704,1.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.59,0.44,0.5714285714285716,0.07,0.14,0.08,0.0666666666666669
9964,0.5061728395061729,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.64,0.51,0.5714285714285716,0.11,0.24,0.13,0.13333333333333325
1669,0.728395061728395,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.0,0.81,0.76,0.8285714285714285,0.27,0.48,0.29,0.46666666666666684
44175,0.39506172839506165,0.0,0.36363636363636365,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.73,0.68,0.7857142857142856,0.32,0.41,0.32,0.5333333333333333
47930,0.07407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65,0.63,0.8,0.12,0.29,0.14,0.0
42252,0.024691358024691357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.55,0.41,0.5857142857142856,0.07,0.11,0.08,0.06666666666666658
12623,0.617283950617284,1.0,0.4545454545454546,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62,0.56,0.6571428571428573,0.17,0.24,0.17,0.7999999999999998
16680,0.07407407407407407,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.47,0.33,0.39999999999999997,0.1,0.14,0.1,0.13333333333333328
8489,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.67,0.52,0.6857142857142857,0.06,0.16,0.1,0.06666666666666686
10945,0.4567901234567901,0.0,0.18181818181818182,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.89,0.79,0.8285714285714285,0.35000000000000003,0.52,0.32,0.5333333333333332
8080,0.39506172839506165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8200000000000001,0.75,0.842857142857143,0.25,0.41,0.26,3.753972251916036e-17
35424,0.14814814814814814,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.61,0.52,0.6285714285714286,0.15,0.25,0.14,0.13333333333333355
46986,0.654320987654321,1.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.72,0.64,0.7428571428571429,0.15,0.29,0.19,0.9999999999999998
20759,0.6419753086419753,0.0,0.4545454545454546,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.59,0.45,0.5285714285714287,0.12,0.22,0.13,0.6666666666666663
14383,0.4567901234567901,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.62,0.48,0.6142857142857143,0.11,0.17,0.15,0.9999999999999997
48040,0.6419753086419753,0.5,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.625,0.0,0.75,0.65,0.8,0.16,0.3,0.18,0.40000000000000024
2156,0.48148148148148145,1.0,0.8181818181818182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.51,0.44,0.5,0.09,0.15,0.1,0.3999999999999999
20235,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.66,0.53,0.6428571428571428,0.12,0.22,0.14,0.2666666666666669
4509,0.13580246913580246,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.375,0.0,0.47,0.33,0.39999999999999997,0.1,0.14,0.1,0.4666666666666663
9929,0.07407407407407407,1.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5700000000000001,0.45,0.6285714285714286,0.09,0.17,0.13,0.06666666666666662
34198,0.13580246913580246,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.42,0.4428571428571429,0.09,0.14,0.08,0.0666666666666666
41291,0.6666666666666667,0.0,0.4545454545454546,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.78,0.68,0.7428571428571429,0.22,0.36,0.21,0.46666666666666673
44540,0.5185185185185186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.61,0.47,0.6714285714285715,0.08,0.15,0.12,0.06666666666666678
10526,0.024691358024691357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.59,0.49,0.5428571428571429,0.11,0.18,0.11,0.0
10118,0.20987654320987653,1.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.59,0.42,0.5571428571428572,0.04,0.1,0.04,0.06666666666666687
